CustomerID,recency_days,frequency,monetary,avg_order_value,CLV,customer_age_days,avg_days_between_orders,recent_frequency,recent_monetary,TotalPrice,order_per_day,FutureCLV
12346.0,133,1,77183.6,77183.6,42931.928858858875,325,,0.0,0.0,15.299999999999999,0.003076923076923077,21373.920000000002
12347.0,54,3,1823.43,607.8100000000001,338.0829046546548,366,2.0,1.0,224.82,20.34,0.00819672131147541,448.3844262295083
12348.0,56,3,1487.24,495.74666666666667,275.7497787787788,357,9.4,0.0,0.0,22.0,0.008403361344537815,374.9344537815126
12350.0,117,1,334.4,334.4,186.00372372372377,309,0.0,0.0,0.0,20.34,0.003236245954692557,97.39805825242719
12352.0,69,5,1561.81,312.36199999999997,173.7454998498499,296,3.0714285714285716,0.0,0.0,20.34,0.016891891891891893,474.8746621621621
12353.0,11,1,89.0,89.0,49.5045795795796,203,0.0,0.0,0.0,15.3,0.0049261083743842365,39.45812807881774
12354.0,40,1,1079.4,1079.4,600.3959909909912,231,0.0,0.0,0.0,25.5,0.004329004329004329,420.54545454545456
12355.0,22,1,459.4,459.4,255.53262762762768,213,0.0,0.0,0.0,11.100000000000001,0.004694835680751174,194.11267605633805
12356.0,53,2,2753.08,1376.54,765.6745390390392,325,5.206896551724138,1.0,58.349999999999994,11.100000000000001,0.006153846153846154,762.3913846153846
12359.0,113,2,2386.41,1193.205,663.6978862612614,331,1.105263157894737,0.0,0.0,54.08,0.006042296072507553,648.8728096676737
12360.0,8,1,1083.58,1083.58,602.7210375375377,200,1.15625,0.0,0.0,12.600000000000001,0.005,487.61099999999993
12361.0,95,1,189.9,189.9,105.62831081081086,286,0.0,0.0,0.0,12.600000000000001,0.0034965034965034965,59.75874125874126
12362.0,33,2,974.34,487.17,270.979168918919,295,1.0830188679245283,1.0,529.04,30.0,0.006779661016949152,297.2562711864407
12363.0,50,1,299.1,299.1,166.3687612612613,241,6.0,0.0,0.0,9.899999999999999,0.004149377593360996,111.69709543568464
12365.0,99,2,641.38,320.69,178.3777935435436,290,0.0,0.0,0.0,25.5,0.006896551724137931,199.04896551724136
12370.0,82,3,2806.41,935.4699999999999,520.33762987988,359,1.855421686746988,0.0,0.0,14.850000000000001,0.008356545961002786,703.5568245125347
12372.0,20,2,914.9200000000001,457.46000000000004,254.45353903903913,296,4.392156862745098,0.0,0.0,19.9,0.006756756756756757,278.18513513513517
12373.0,119,1,364.6,364.6,202.801906906907,310,0.0,0.0,0.0,17.85,0.0032258064516129032,105.85161290322581
12377.0,122,2,1628.12,814.06,452.8055960960962,354,0.5131578947368421,0.0,0.0,17.85,0.005649717514124294,413.92881355932195
12383.0,46,4,1751.11,437.7775,243.50551783033035,351,1.683673469387755,0.0,0.0,31.8,0.011396011396011397,449.0025641025641
12386.0,145,2,401.9,200.95,111.77466591591595,366,3.2222222222222223,0.0,0.0,31.8,0.00546448087431694,98.82786885245902
12388.0,82,3,766.25,255.41666666666666,142.070726976977,326,3.121212121212121,1.0,286.4,25.5,0.009202453987730062,211.5414110429448
12393.0,53,3,1061.1000000000001,353.70000000000005,196.73898648648657,332,4.111111111111111,0.0,0.0,14.850000000000001,0.009036144578313253,287.6475903614458
12394.0,25,1,381.08,381.08,211.96859759759764,216,5.884615384615385,0.0,0.0,14.850000000000001,0.004629629629629629,158.78333333333333
12395.0,19,6,1569.72,261.62,145.52121471471477,370,2.232258064516129,1.0,265.83,14.850000000000001,0.016216216216216217,381.8237837837838
12399.0,21,2,768.95,384.475,213.8570026276277,261,2.4482758620689653,0.0,0.0,17.85,0.007662835249042145,265.15517241379314
12401.0,111,1,84.3,84.3,46.890292792792806,302,0.0,0.0,0.0,90.0,0.0033112582781456954,25.12251655629139
12402.0,131,1,225.6,225.6,125.48576576576579,322,0.0,0.0,0.0,90.0,0.003105590062111801,63.055900621118006
12407.0,43,2,495.96,247.98,137.93422072072073,263,2.789473684210526,0.0,0.0,45.0,0.0076045627376425855,169.72015209125476
12408.0,68,2,837.59,418.795,232.94685848348354,259,2.173076923076923,0.0,0.0,10.2,0.007722007722007722,291.05444015444016
12410.0,116,2,693.3299999999999,346.66499999999996,192.82589977477483,308,0.0,0.0,0.0,15.600000000000001,0.006493506493506494,202.5964285714286
12413.0,44,2,563.9,281.95,156.8293956456457,336,7.27027027027027,0.0,0.0,40.8,0.005952380952380952,151.04464285714286
12414.0,25,3,562.41,187.47,104.27666891891893,309,5.411764705882353,0.0,0.0,30.0,0.009708737864077669,163.80873786407764
12415.0,11,7,50883.9,7269.128571428571,4043.316335263836,337,0.42496493688639553,2.0,5355.4,53.1,0.020771513353115726,13589.172106824924
12417.0,33,4,1461.08,365.27,203.1745818318319,357,1.8324607329842932,1.0,369.73,70.80000000000001,0.011204481792717087,368.3394957983193
12421.0,127,1,157.45,157.45,87.57860735735737,318,6.840909090909091,1.0,178.48,46.8,0.0031446540880503146,44.56132075471698
